id,status,score,same_subject_score,topic,answer,matched_subject,matched_chapter,matched_section,matched_concept,same_subject_concept,cross_subject_match,missing_terms,question
PRE-06-019,IN_SCOPE,0.571,0.571,테크니컬 커뮤니케이션 / 회의관리,액션아이템,테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문,회의록 작성 방법,회의록 작성 방법,,"action, item, 가능성이, 결정사항과, 명시하는, 실행되지, 이어지게, 항목으로, 항목이다, 회의관리, 회의록의, 회의에서, 흐지부지될","회의록 작성 시 반드시 포함해야 하는 요소 중, '누가·언제까지·무엇을 한다'를 명시하는 항목으로 회의가 실질적 결과로 이어지게 하는 요소는?"
PRE-06-020,IN_SCOPE,0.338,0.338,테크니컬 커뮤니케이션 / 이메일,제목 (Subject),테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문,이메일 작성 방법,이메일 작성 방법,,"subject, 결정하고, 높여준다, 명시해야, 수신자가, 수신자의, 안녕하세요, 우선순위, 이메일을, 이메일의","비즈니스 이메일 작성 5원칙 중 첫 번째로, 수신자가 열람 여부를 결정하고 내용을 예측할 수 있도록 이메일을 열기 전부터 핵심을 담아야 하는 영역은?"
PRE-06-021,IN_SCOPE,0.578,0.578,테크니컬 커뮤니케이션 / 문서작성,테크니컬 문서,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서 개념과 종류,테크니컬 문서의 정의,테크니컬 문서의 정의,,"document, technical, 기획부터, 단계마다, 문서작성, 방식으로, 유지보수까지, 작성되는, 존재한다, 체계성이, 총칭으로, 커뮤니케이션, 특징이다, 표현보다, 프로젝트의, 해당하는","기술적 내용을 정확하고 명확하게 전달하기 위해 작성되는 문서의 총칭으로, 개발 명세서·API 문서·사용자 매뉴얼 등이 해당하는 문서 유형은?"
PRE-06-022,IN_SCOPE,0.282,0.282,테크니컬 커뮤니케이션 / 문서작성,명확성,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서 개념과 종류,명확한 테크니컬 문서 작성,명확한 테크니컬 문서 작성,,"clarity, 독자마다, 명확성의, 문서작성, 사용하는, 의미한다, 정확성과, 처리된다, 체계성이다, 커뮤니케이션, 해석되지","테크니컬 문서의 3대 특징 중 하나로, 단어나 문장이 독자에 따라 다르게 해석되지 않도록 은유나 모호한 표현을 피하고 정확한 내용만 담는 특징은?"
PRE-06-023,IN_SCOPE,0.330,0.330,테크니컬 커뮤니케이션 / 문서작성,체계성,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서 개념과 종류,테크니컬 문서의 특징,테크니컬 문서의 특징,,"systematicness, 구성되는, 문서작성, 이루어야, 정확성과, 커뮤니케이션, 탐색하고, 특징이다","테크니컬 문서의 3대 특징 중, 서론·본론·결론 등의 일정한 형식과 목차·번호 체계를 갖추어 통일성 있게 구성되는 특징은?"
PRE-06-024,IN_SCOPE,0.226,0.226,테크니컬 커뮤니케이션 / 문서작성,풀어서 설명 (약어 풀이),테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서 개념과 종류,테크니컬 문서작성 시 유의사항,테크니컬 문서작성 시 유의사항,,"application, interface, programming, 문서에서는, 유의사항이다, 전문가가, 전문용어나, 전문용어를, 제공한다, 제시해야, 커뮤니케이션",테크니컬 문서 작성 시 전문용어를 처음 사용할 때 반드시 해야 하는 행위는?
PRE-06-025,IN_SCOPE,0.336,0.336,테크니컬 커뮤니케이션 / 문서작성,버전 관리,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서 개념과 종류,테크니컬 문서작성 시 유의사항,테크니컬 문서작성 시 유의사항,,"management, version, 관계자가, 기록한다, 방법이다, 방지하는, 사용하는, 체계적으로, 추적하는, 커뮤니케이션, 필수적이다, 환경에서","테크니컬 문서 작성 유의사항 중 하나로, 문서가 수정·개선될 때마다 v1.0, v1.1처럼 이력을 추적하는 관리 방법은?"
PRE-06-026,IN_SCOPE,0.469,0.469,테크니컬 커뮤니케이션 / 문서작성,능동태,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서 개념과 종류,명확한 테크니컬 문서 작성,명확한 테크니컬 문서 작성,,"능동태를, 담당자가, 명확해진다, 문서에서는, 문서작성, 보고서가, 보고서를, 분명해야, 시스템이, 작성되었다, 작성했다, 직접적으로, 처리합니다, 커뮤니케이션","명확한 테크니컬 문서 작성의 3원칙 중 하나로, '처리가 됩니다'(수동) 대신 '시스템이 처리합니다'(능동) 형태로 쓰는 서술 방식은?"
PRE-06-027,IN_SCOPE,0.284,0.284,테크니컬 커뮤니케이션 / 문서작성,두괄식,테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문,비즈니스 문서 작성 방법,비즈니스 문서 작성 방법,,"개념이며, 결론이나, 권장된다, 두괄식은, 메시지를, 모두에서, 문서작성, 방식이다, 배치하는, 앞부분만, 있으므로, 작성에서, 제시하고, 피라미드, 핵심이기도",테크니컬 문서 작성에서 결론을 먼저 제시하고 이유·근거를 뒤에 배치하는 문서 구성 방식은?
PRE-06-028,IN_SCOPE,0.367,0.367,테크니컬 커뮤니케이션 / 문서작성,병렬 구조,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서 작성의 원칙과 방,테크니컬 문서작성 시 표현 및 서술방식,테크니컬 문서작성 시 표현 및 서술방식,,"parallel, structure, 가독성을, 발견하게, 방식으로, 방식이다, 비교하고, 유지하는, 일관되게, 일관성을, 커뮤니케이션, 표현하는, 항목들을, 형용사를","테크니컬 문서 작성 시 동일 레벨의 항목들을 동일한 문법 형식으로 나열하는 서술 방식으로, 가독성을 높이고 일관성을 유지하는 기법은?"
PRE-06-029,IN_SCOPE,0.626,0.626,테크니컬 커뮤니케이션 / 보고서,RFI,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,정보제공요청서(RFI: Request For Information),정보제공요청서(RFI: Request For Information),,"공급업체가, 구체적인, 발송하는, 발주자가, 사용되며, 솔루션과, 업체들에게, 요구사항이, 조사하기, 커뮤니케이션, 파악하기, 확정되지, 활용된다","고객이 시장에 어떤 솔루션이 있는지 파악하기 위해 업체들에게 보내는 정보 요청 문서로, RFP 작성 전 단계의 시장조사용 문서 약자는?"
PRE-06-030,IN_SCOPE,0.658,0.658,테크니컬 커뮤니케이션 / 보고서,RFP,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,제안요청서(RFP: Request For Proposal),제안요청서(RFP: Request For Proposal),,"구체적인, 발주자가, 발행한다, 수주자는, 요구사항으로, 작성한다, 제출하라, 커뮤니케이션, 확정되면","고객(발주자)이 업체(수주자)에게 '이런 요구사항으로 제안서를 제출하라'고 요청하는 공식 문서로, 요구사항·평가 기준·제출 기한을 담고 있는 문서의 약자는?"
PRE-06-031,IN_SCOPE,0.733,0.733,테크니컬 커뮤니케이션 / 보고서,제안서,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,제안서,제안서,,"관점으로, 대응하여, 발주자의, 수주자가, 응답하여, 작성하는, 작성해야, 제시하는, 커뮤니케이션, 해결책을, 해결하겠다, 효과적이다",RFP에 응답하여 수주자가 '고객의 문제 → 우리의 해결책 → 기대효과 → 역량 증명 → 비용 → 일정' 순으로 작성하는 문서 명칭은?
PRE-06-032,IN_SCOPE,0.532,0.532,테크니컬 커뮤니케이션 / 보고서,기능 분석과 비기능 분석,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,분석서,분석서,,"analysis, functional, non-functional, well, 분석서가, 수행해야, 정의하고, 정의한다, 커뮤니케이션",분석서 작성 시 '시스템이 무엇을 해야 하는가(기능)'와 '시스템이 얼마나 잘 해야 하는가(성능·보안·확장성)'로 나뉘는 두 분석 유형의 명칭은?
PRE-06-033,IN_SCOPE,0.655,0.655,테크니컬 커뮤니케이션 / 보고서,설계서,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,설계서,설계서,,"design, document, 개발자는, 결정한다, 구성된다, 구체화하는, 구현하므로, 구현할지, 비유되는, 설계서를, 설계서의, 요구사항을, 정의하는, 정확성이, 커뮤니케이션, 프로젝트에서","SW 개발 프로젝트에서 분석 결과를 바탕으로 아키텍처·DB·UI·API 등 시스템 구조를 구체적으로 정의하는 문서로, 건축의 도면에 비유되는 문서는?"
PRE-06-034,IN_SCOPE,0.778,0.778,테크니컬 커뮤니케이션 / 보고서,프로젝트완료 보고서,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,프로젝트완료 보고서,프로젝트완료 보고서,,"기록하는, 중요한데, 지식으로, 커뮤니케이션, 프로젝트를, 프로젝트의, 활용된다","프로젝트 종료 시 목표 달성 여부, 일정·비용 성과, 품질 결과, 그리고 향후 프로젝트를 위한 교훈(Lessons Learned)을 담는 문서는?"
PRE-06-035,IN_SCOPE,0.528,0.528,테크니컬 커뮤니케이션 / 보고서,테스트 케이스,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,테스트 설계서,테스트 설계서,,"case, test, 기대출력값, 기록하는, 동작하는지, 설계서에, 설계서에서, 시스템이, 실제결과를, 올바르게, 작성된다, 조건에서, 커뮤니케이션, 포함되며, 확인하기",테스트 설계서에서 특정 기능에 대해 입력값·기대출력값·실제결과를 기록하는 최소 단위 테스트 항목의 명칭은?
PRE-06-036,IN_SCOPE,0.485,0.485,테크니컬 커뮤니케이션 / 프레젠테이션,설득,테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 구상 및 준비절차,프레젠테이션 목적,프레젠테이션 목적,,"결정이나, 교육으로, 내리거나, 분류된다, 요청이나, 유도하기, 유도하는, 집중하며, 청중에게, 커뮤니케이션, 프레젠테이션은, 핵심이다, 행동하도록","프레젠테이션의 3가지 목적 중 하나로, 청중에게 특정 결정이나 행동을 유도하기 위한 목적은?"
PRE-06-037,IN_SCOPE,0.522,0.522,테크니컬 커뮤니케이션 / 프레젠테이션,청중 분석,테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 구상 및 준비절차,프레젠테이션 과정,프레젠테이션 과정,,"analysis, audience, 결정하는, 과정에서, 달라진다, 의사결정, 커뮤니케이션, 파악하는, 핵심적인","프레젠테이션 준비 과정 중, 발표 내용과 수준을 결정하는 가장 핵심적인 단계로 '누가 이 발표를 듣는가'를 파악하는 단계는?"
PRE-06-038,IN_SCOPE,0.252,0.252,테크니컬 커뮤니케이션 / 프레젠테이션,1개,테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 자료 작성 기법,전체 자료 구성,전체 자료 구성,,"1메시지, 1슬라이드, 강조해야, 메시지를, 메시지의, 모호해진다, 발표자도, 분산되고, 슬라이드, 슬라이드에, 자료에서, 커뮤니케이션",발표 자료에서 슬라이드 한 장에 담아야 할 핵심 메시지의 권장 최대 개수는?
PRE-06-039,IN_SCOPE,0.357,0.357,테크니컬 커뮤니케이션 / 프레젠테이션,그래프 (이미지/시각 자료),테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 구상 및 준비절차,발표 자료 작성,발표 자료 작성,,"데이터를, 발표자의, 시각적으로, 역할이므로, 원칙에서, 자료에서는, 집중도를, 커뮤니케이션, 텍스트보다, 파악하게, 표현하는, 활용하라, 활용해야, 효과적이다","발표 자료 작성 원칙 중, 슬라이드 내 텍스트 위주 구성 대신 데이터를 시각적으로 표현하는 것으로 '글보다 이것을 활용하라'는 원칙에서 '이것'은?"
PRE-06-040,IN_SCOPE,0.411,0.411,테크니컬 커뮤니케이션 / 프레젠테이션,핵심 메시지,테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 구상 및 준비절차,발표 시나리오 구상,발표 시나리오 구상,,"4단계로, 개요에서, 결론으로, 구성된다, 뒷받침하고, 들어가는, 메시지로, 시나리오의, 전달하려는, 제시하고, 청중에게, 촉구한다, 커뮤니케이션, 행동이나","발표 시나리오의 기본 4단계 구조로, '개요 → (ㄱ) → 증거 → 결론' 에서 (ㄱ)에 들어가는 단계는?"
PRE-06-041,IN_SCOPE,0.453,0.453,테크니컬 커뮤니케이션 / 프레젠테이션,55%,테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 실행 방법,바디랭귀지의 효과적인 활용,바디랭귀지의 효과적인 활용,,"mehrabian, 구성된다, 못지않게, 소통에서, 차지하는, 커뮤니케이션, 프레젠테이션에서","메라비안 법칙에 따르면, 프레젠테이션 소통에서 비언어적 요소(눈 맞춤, 제스처, 표정 등)가 차지하는 비율은 몇 %인가?"
PRE-06-042,IN_SCOPE,0.790,0.790,테크니컬 커뮤니케이션 / 프레젠테이션,형식 검토,테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 자료 작성 기법,발표 자료 검토,발표 자료 검토,,"3단계로, 구성된다, 맞더라도, 전문성을, 커뮤니케이션, 통일되지, 필수적인, 해당하는","발표 자료 검토의 3단계 중 '오타 점검, 폰트 통일, 색상 일관성 확인'에 해당하는 검토 단계는?"
PRE-06-043,IN_SCOPE,0.567,0.567,테크니컬 커뮤니케이션 / 프레젠테이션,30분 전,테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 실행 방법,"현장발표 전, 점검 체크리스트","현장발표 전, 점검 체크리스트",,"권장하는, 발견하면, 없으므로, 완료하는, 체크리스트에서, 커뮤니케이션, 표준이다, 확인해야",현장 발표 전 점검 체크리스트에서 권장하는 사전 점검 완료 시간은 발표 몇 분 전인가?
PRE-06-044,IN_SCOPE,0.310,0.310,테크니컬 커뮤니케이션 / 프레젠테이션,24pt,테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 구상 및 준비절차,발표 자료 작성,발표 자료 작성,,"권장한다, 끌어당겨, 슬라이드로, 슬라이드의, 자료에서, 지나치게, 집중하지, 청중에게, 커뮤니케이션, 텍스트는, 프로젝터로",발표 자료에서 폰트 크기의 권장 최소 기준(단위: pt)은?
PRE-06-045,IN_SCOPE,0.612,0.612,테크니컬 커뮤니케이션 / 협상,결론,테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문제해결 기법,논리적 설명과 설득방법,논리적 설명과 설득방법,,"3단계는, 결론에서는, 구체적인, 방향이나, 의사결정을, 제시해야, 커뮤니케이션에서, 해당하는",비즈니스 커뮤니케이션에서 논리적 설득의 기본 3단계 구조인 '주장 → 근거 → (ㄱ)'에서 (ㄱ)에 해당하는 단계는?
PRE-06-046,IN_SCOPE,0.396,0.396,테크니컬 커뮤니케이션 / 문서작성,버전과 날짜,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,목적에 부합하는 테크니컬 문서 작성,테크니컬 문서 작성을 위한 핵심 체크리스트,테크니컬 문서 작성을 위한 핵심 체크리스트,,"문서작성, 체크리스트의, 커뮤니케이션, 표시해야, 해당하는",테크니컬 문서 체크리스트의 5가지 확인 항목 중 '문서가 수정될 때마다 번호와 날짜를 표시해야 한다'는 항목에 해당하는 요소는?
PRE-06-047,IN_SCOPE,0.560,0.560,테크니컬 커뮤니케이션 / 보고서,스크린샷,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,설명서,설명서,,"권장되는, 기준으로, 사용자를, 사용자의, 설명만으로, 스크린샷은, 시각적으로, 이해도를, 이해하기, 작성해야, 커뮤니케이션, 포함하도록",사용자 매뉴얼(설명서) 작성 시 텍스트 설명과 함께 단계별 이해를 돕기 위해 반드시 포함하도록 권장되는 시각 자료는?
PRE-06-048,IN_SCOPE,0.615,0.615,테크니컬 커뮤니케이션 / 보고서,FP (Function Point),테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서 작성,"기능점수법(FP,","기능점수법(FP,",,"가중치를, 내부논리파일, 무관하게, 방법으로, 방식이다, 외부인터페이스파일, 점수화하는, 측정하는, 커뮤니케이션, 프로젝트에서, 합산한다, 활용된다","SW 프로젝트에서 소프트웨어 규모를 코드 라인 수(LOC) 대신 기능 단위로 측정하는 방법으로, 입력·출력·조회·내부파일·외부인터페이스 5가지로 기능을 분류해 점수화하는 방법의 약자는?"
PRE-06-049,IN_SCOPE,0.545,0.545,테크니컬 커뮤니케이션 / 보고서,"M/M (Man/Month, 인월)",테크니컬 커뮤니케이션과 프로젝트 관리,일정 & 원가 관리,원가산정 기법,"투입공수 산정법(4, Man/Month)","투입공수 산정법(4, Man/Month)",,"2개월간, 비례해서, 작업량을, 정의한다, 커뮤니케이션, 프로젝트는",'1명이 1달 동안 할 수 있는 작업량'을 단위로 삼아 프로젝트 투입 공수를 측정하는 단위의 약자는?
PRE-06-050,IN_SCOPE,0.587,0.587,테크니컬 커뮤니케이션 / 문서작성,목적 (사업 목적),테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,사업계획서(기획서),사업계획서(기획서),,"가능성을, 경영진에게, 납득시키는, 목적이다, 문서작성, 작성된다, 작성하며, 커뮤니케이션, 필요성과, 해당하는",사업계획서(기획서) 작성 시 '이 사업을 왜 해야 하는가'에 해당하는 핵심 첫 번째 질문이 담기는 항목은?
PRE-06-051,IN_SCOPE,0.446,0.446,테크니컬 커뮤니케이션 / 문서작성,사후 평가,테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문제해결 기법,비즈니스 문제해결 프로세스,비즈니스 문제해결 프로세스,,"6단계는, 검토하고, 달성했는지, 돌아보는, 문서작성, 문제해결에, 사후평가다, 프로세스에서, 프로세스의, 피드백으로, 해결안을, 활용하는","비즈니스 문제해결 프로세스에서 해결안을 실행한 후, 목표 달성 여부를 돌아보는 마지막 단계는?"
PRE-06-052,IN_SCOPE,0.470,0.470,테크니컬 커뮤니케이션 / 회의관리,안건,테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문,회의록 작성 방법,회의록 작성 방법,,"agenda, 공지하고, 기록하는, 논의하는가, 명시하는, 액션아이템이다, 참석자들이, 체계적으로, 항목으로, 회의관리, 회의록의, 회의에서",회의록의 필수 구성 요소 7가지 중 '어떤 주제를 논의하는가'를 사전에 공지하고 기록하는 항목은?
PRE-06-053,IN_SCOPE,0.705,0.705,테크니컬 커뮤니케이션 / 이메일,서명 (Signature),테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문,이메일 작성 방법,이메일 작성 방법,,"5원칙은, signature, 발신자를, 발신자의, 서명란에는, 수신자가, 식별하고, 연락처가, 포함되어, 포함시키는, 포함이다, 항목으로","비즈니스 이메일 5원칙 중 마지막 항목으로, 발신자의 이름·직책·연락처 등 발신자 정보를 이메일 하단에 포함시키는 요소는?"
PRE-06-054,IN_SCOPE,0.222,0.222,테크니컬 커뮤니케이션 / 문서작성,두괄식 구성 (피라미드 원칙),테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문,비즈니스 문서,비즈니스 문서,,"barbara, minto, 개념으로, 결론이나, 도입부에, 두괄식이라고도, 뒷받침하는, 메시지를, 문서작성, 방식이다, 쌓아가는, 원칙으로, 작성에서, 제시하는, 체계화한, 컨설팅의, 피라미드","비즈니스 문서 작성에서 결론이나 핵심 메시지를 문서 도입부에 먼저 제시하는 문서 구성 원칙으로, 두괄식이라고도 불리는 구성 방식은?"
PRE-06-055,IN_SCOPE,0.475,0.475,테크니컬 커뮤니케이션 / 문서작성,창의력,테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문제해결 기법,문제해결 능력,문제해결 능력,,"가능하다, 구상하는, 구성된다, 떠올리는, 문서작성, 문제해결이, 발견하는, 발휘되어야, 부족하며, 얽매이지, 지식만으로는, 파악하는, 해결책을, 행동으로","문제해결 능력의 4가지 구성 요소 중, 기존 방식에 얽매이지 않고 새로운 해결책을 떠올리는 능력은?"
PRE-06-056,IN_SCOPE,0.345,0.345,테크니컬 커뮤니케이션 / 문서작성,독자 적합 수준 (독자 분석),테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,목적에 부합하는 테크니컬 문서 작성,테크니컬 문서 작성을 위한 핵심 체크리스트,테크니컬 문서 작성을 위한 핵심 체크리스트,,"5항목은, 달라져야, 문서작성, 수행해야, 일반인인지에, 작성됐는가, 작업이다, 전문가인지, 커뮤니케이션, 확인하는","테크니컬 문서 작성 완성 전 5가지 체크리스트 중, '이 문서를 읽는 독자의 전문 지식 수준에 맞게 작성됐는가'를 확인하는 항목은?"
PRE-06-057,IN_SCOPE,0.343,0.343,테크니컬 커뮤니케이션 / 문서작성,잡음 (Noise),테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 커뮤니케이션 개념 및 요소,비즈니스 커뮤니케이션의 요소,비즈니스 커뮤니케이션의 요소,,"noise, 가리키는, 과정에서, 메시지의, 문서작성, 방해하는, 왜곡하거나, 요인으로, 커뮤니케이션에서, 해당한다","비즈니스 커뮤니케이션에서 Shannon & Weaver 통신 모델의 6대 요소 중, 메시지의 정확한 전달을 방해하는 외부 요인을 가리키는 요소는?"
PRE-06-058,IN_SCOPE,0.175,0.175,테크니컬 커뮤니케이션 / 협상,SCQA,테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 커뮤니케이션 방법,비즈니스 문제해결 개념,비즈니스 문제해결 개념,,"answer, barbara, complication, minto, question, scqa, situation, 메시지로, 보고서나, 보고에서, 스토리텔링, 암시하고, 원칙에서, 자연스럽게, 제시하고, 제시한다, 프레임워크의, 프레젠테이션",비즈니스 협상이나 보고에서 '상황(Situation) → 문제(Complication) → 질문(Question) → 답변(Answer)'의 4단계 스토리텔링 구조를 갖는 커뮤니케이션 프레임워크의 약자는?
PRE-06-059,IN_SCOPE,0.373,0.373,테크니컬 커뮤니케이션 / 보고서,보고서,테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문서의 개념과 종류,비즈니스 문서의 종류,비즈니스 문서의 종류,,"5w1h, 구분되는, 기술하며, 논리적으로, 바탕으로, 방식으로, 보고서는, 보고하는, 서술한다, 전달하는","비즈니스 문서 중, 상황을 객관적·육하원칙 방식으로 전달하는 '상황 전달 보고서'와 논리적 이유와 판단을 담는 '판단 보고서'로 구분되는 문서 유형은?"
PRE-06-060,IN_SCOPE,0.340,0.249,테크니컬 커뮤니케이션 / 문서작성,5W1H,정보보안 이해와 활용,암호 기술,암호 기술,접근통제 정책,분석서,04,"5w1h, 5w1h는, when, where, 가리키는, 문서작성, 보고서와, 비즈니스, 원칙이다, 작성에서, 커뮤니케이션","비즈니스 문서 작성에서 '누가, 언제, 어디서, 무엇을, 왜, 어떻게'의 6가지 질문에 답하는 형식의 원칙을 가리키는 영어 약어는?"
PRE-06-061,IN_SCOPE,0.402,0.402,테크니컬 커뮤니케이션 / 프레젠테이션,훅 (Hook),테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 구상 및 준비절차,시나리오 작성,시나리오 작성,,"도입부에서, 사로잡기, 전달되지, 집중하지, 초반부터, 충격적인, 커뮤니케이션, 활용한다",프레젠테이션 시나리오 구조 'Hook → 현황 → 문제 → 해결책 → 결론'에서 청중의 주의를 단번에 사로잡기 위한 첫 번째 요소는?
PRE-06-062,IN_SCOPE,0.651,0.651,테크니컬 커뮤니케이션 / 프레젠테이션,발표자 관점 검토 (청중 관점 검토),테크니컬 커뮤니케이션과 프로젝트 관리,프레젠테이션,프레젠테이션 자료 작성 기법,발표 자료 검토,발표 자료 검토,,"3단계는, 객관적인, 검토하면, 관점에서, 단계에서, 발표자가, 부탁하면, 불필요한, 비약이나, 슬라이드를, 이해도와, 입장에서, 커뮤니케이션, 피드백을",발표 자료 검토의 3단계 중 '청중의 관점에서 슬라이드를 보며 이해도와 흐름을 점검'하는 단계는?
PRE-06-063,IN_SCOPE,0.420,0.420,테크니컬 커뮤니케이션 / 문서작성,단일 정보 원칙 (한 문장 한 정보),테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서 개념과 종류,명확한 테크니컬 문서 작성,명확한 테크니컬 문서 작성,,"3원칙은, 문서작성, 발생한다, 서술해야, 집중해야, 커뮤니케이션","테크니컬 문서 작성의 핵심 원칙 중, 한 문장 안에는 오직 하나의 정보만 담아야 한다는 원칙의 명칭은?"
PRE-06-064,IN_SCOPE,0.346,0.346,테크니컬 커뮤니케이션 / 문서작성,하향식 커뮤니케이션,테크니컬 커뮤니케이션과 프로젝트 관리,프로젝트 관리 기초,프로젝트 모니터링 및 평가의 개념,비즈니스 커뮤니케이션의 유형,비즈니스 커뮤니케이션의 유형,,"communication, downward, 경영진이나, 계층으로, 문서작성, 방식이다, 상급자로부터, 쉬우므로, 운영해야, 일방적으로, 전달되는, 최상위에서, 커뮤니케이션에서, 하급자로, 해당한다, 효과적이다",비즈니스 커뮤니케이션에서 조직 최상위에서 하위 계층으로 방침·공지·지시가 전달되는 소통 방향은?
PRE-06-065,IN_SCOPE,0.409,0.356,테크니컬 커뮤니케이션 / 보고서,통합 테스트,소프트웨어 개발,품질 & 요구사항,테스팅 개념 및 프로세스,테스팅 유형,테스트 설계서,01,"4단계로, acceptance, integration, system, unit, 검증하는, 단계에서, 독립적으로는, 동작하는지, 인터페이스나, 작동하지만, 진행된다, 커뮤니케이션, 테스트는, 합쳐졌을, 확인하는","SW 개발 테스트 단계에서 단위 테스트 이후, 각 모듈을 합쳐서 전체가 제대로 동작하는지 확인하는 테스트 유형은?"
PRE-06-066,IN_SCOPE,0.467,0.467,테크니컬 커뮤니케이션 / 보고서,RFP,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,정보제공요청서(RFI: Request For Information),정보제공요청서(RFI: Request For Information),,"발주자가, 발주자는, 발주자와, 발행하고, 선정한다, 수주자에게, 업체들은, 요구사항, 요구사항을, 응답하는, 제안서를, 제출한다, 커뮤니케이션, 프로젝트에서, 확정하면",IT 프로젝트에서 발주자와 수주자 사이 최초 시장 탐색 단계에서 수주자에게 보내는 문서 순서가 올바른 것은: RFI → (ㄱ) → 제안서. (ㄱ)에 들어갈 문서 약자는?
PRE-06-067,IN_SCOPE,0.447,0.447,테크니컬 커뮤니케이션 / 문서작성,설명서,테크니컬 커뮤니케이션과 프로젝트 관리,테크니컬 문서 작성,테크니컬 문서,설명서,설명서,,"description, document, 기술하며, 기획이나, 대표적인, 독자에게, 매뉴얼이, 목적으로, 문서작성, 비전문가도, 비즈니스, 설명서의, 스크린샷과, 안내하는, 일종이다, 작성되는, 작성해야, 커뮤니케이션",비즈니스 문서 중 기획·제품 등에 대한 상세 내용을 독자에게 안내하는 목적으로 작성되는 문서 유형은?
PRE-06-068,IN_SCOPE,0.260,0.260,테크니컬 커뮤니케이션 / 문서작성,델파이법,테크니컬 커뮤니케이션과 프로젝트 관리,비즈니스 커뮤니케이션,비즈니스 문제해결 기법,합리적 의사결정 기법,합리적 의사결정 기법,,"delphi, method, 기법이다, 도달하는, 문서작성, 수집하고, 압력이나, 전문가들로부터, 전문가의, 피드백하여, 피드백한",비즈니스 의사결정 기법 중 여러 전문가의 의견을 익명으로 반복 수렴·피드백하여 합의에 도달하는 기법은?
